"SEFAZ MG - NTs","https://www.fazenda.mg.gov.br/empresas/legislacao_tributaria/atos_normativos/",".data-pub"
"Receita Federal - EFD-Reinf","https://www.gov.br/receitafederal/pt-br/assuntos/orientacao-tributaria/declaracoes-e-demonstrativos/efd-reinf",".document-date"
